0.0000E+00;-.5000E+00;0.1500E+01
0.1000E+00;-.3527E+00;0.1471E+01
0.2000E+00;-.2006E+00;0.1601E+01
0.3000E+00;-.2505E-01;0.1958E+01
0.4000E+00;0.2042E+00;0.2719E+01
0.5000E+00;0.5462E+00;0.4328E+01
0.6000E+00;0.1138E+01;0.8080E+01
0.7000E+00;0.2378E+01;0.1874E+02
0.8000E+00;0.5870E+01;0.6268E+02
0.9000E+00;0.2464E+02;0.5002E+03
0.1000E+01;-.2848E+00;0.8434E-01
